Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned_encoded
50.0,0,169.0,108.0,19.78,0,75.0,80.0,2,2,4.3,3.0,9.5,2
21.0,0,155.0,96.0,27.55,2,72.0,85.0,2,1,7.0,0.6,3.0,2
41.77,0,156.0,62.0,33.0,2,108.0,99.0,0,1,5.8,2.4,6.0,2
41.77,1,165.54,82.0,30.95,0,105.0,89.0,2,1,6.2,0.8,1.0,2
38.0,0,172.0,111.0,33.9,1,62.0,85.0,2,2,6.1,0.5,4.0,2
37.0,1,193.0,65.0,22.13,2,93.0,97.0,0,2,7.2,2.1,3.62,1
25.0,0,154.0,93.0,32.3,0,116.0,81.0,2,2,6.9,2.7,4.0,2
24.0,1,155.0,107.0,29.88,2,68.0,98.0,1,2,6.1,0.9,5.0,2
20.0,0,162.0,85.13,27.55,0,79.0,98.0,1,2,4.1,1.4,3.0,2
34.0,0,151.0,64.0,31.65,0,113.0,93.0,2,1,7.1,0.9,4.0,2
50.0,0,164.0,53.0,24.22,0,113.0,84.0,2,0,8.4,2.8,5.0,1
29.0,0,164.0,105.0,31.28,0,35.0,95.0,2,1,7.8,1.2,4.0,2
39.0,0,162.0,113.0,22.83,2,92.0,80.0,2,2,8.9,1.6,2.0,2
39.0,0,175.0,117.0,23.92,2,100.0,88.0,2,1,4.7,2.7,1.0,2
63.0,0,174.0,83.0,20.28,2,118.0,68.0,2,2,5.1,1.9,6.0,2
47.0,0,163.0,105.0,33.93,1,79.0,74.0,2,0,6.7,1.84,6.0,2
55.0,0,175.0,81.0,23.3,2,66.0,90.0,2,0,5.2,1.84,3.0,2
55.0,0,171.0,58.0,27.09,2,72.2,86.0,2,2,4.2,1.7,5.0,0
62.0,0,156.0,112.0,24.96,2,82.0,90.0,1,1,6.0,2.0,3.0,2
25.0,1,165.54,82.0,34.34,2,47.0,69.0,2,2,5.4,1.1,1.0,2
44.0,1,175.0,70.0,24.03,0,39.0,96.0,0,1,5.3,3.0,6.0,2
44.0,0,173.0,104.0,31.35,2,116.0,66.0,1,2,8.8,1.2,4.0,2
51.0,1,176.0,106.0,32.61,0,72.2,91.0,0,2,5.2,2.5,4.0,2
38.0,0,178.0,51.0,27.55,2,52.0,70.0,1,2,4.6,1.3,3.0,2
47.0,0,159.0,62.0,24.74,0,55.0,87.0,2,2,4.6,1.3,3.62,2
50.0,1,166.0,53.0,30.84,2,32.0,63.0,1,0,8.0,0.8,4.0,2
45.0,0,163.0,99.0,33.56,2,81.0,90.0,0,2,7.6,1.9,4.0,1
64.0,0,157.0,97.0,30.96,2,87.0,88.0,2,2,4.6,1.1,2.0,1
85.0,0,153.0,85.13,22.25,2,42.0,92.0,1,0,6.6,0.9,5.0,2
22.0,0,175.0,78.0,33.16,1,91.0,63.0,2,0,6.6,1.1,5.0,2
36.0,0,165.54,57.0,24.9,2,32.0,85.0,2,2,5.4,1.1,6.0,1
21.0,0,173.0,61.0,28.01,2,107.0,90.0,0,0,6.6,1.8,1.0,1
52.0,0,162.0,90.0,32.22,1,59.0,90.0,0,2,6.7,1.5,4.0,2
34.0,0,171.0,75.0,21.61,0,49.0,86.0,2,2,5.0,0.7,3.62,2
61.0,0,165.54,99.0,31.44,2,113.0,84.0,0,1,8.3,1.8,4.0,1
45.0,1,174.0,51.0,28.34,2,44.0,95.0,0,2,5.6,2.5,1.0,2
47.0,0,176.0,104.0,33.24,0,164.5,90.0,0,2,6.6,1.9,4.0,0
46.0,1,169.0,105.0,21.34,2,92.0,96.0,1,2,5.6,2.9,2.0,0
63.0,1,167.0,63.0,25.44,0,45.0,82.0,0,2,7.8,1.84,1.0,2
41.77,0,163.0,55.0,32.24,2,43.0,94.0,1,2,4.9,4.2,5.0,1
52.0,0,167.0,110.0,27.55,2,116.0,63.0,2,2,5.9,1.8,5.0,0
58.0,0,154.0,61.0,20.35,2,58.0,87.0,1,2,4.2,1.8,2.0,1
41.77,0,175.0,62.0,34.84,2,108.0,72.0,2,2,8.1,1.8,5.0,2
41.0,0,158.0,68.0,23.13,0,72.2,60.0,0,0,5.7,1.3,6.0,2
46.0,0,177.0,93.0,27.55,0,72.2,71.0,2,1,5.2,1.3,2.0,2
63.0,0,152.0,108.0,21.51,2,68.0,80.0,2,2,6.9,2.1,5.0,2
48.0,1,157.0,85.13,24.46,2,60.0,85.0,2,2,7.5,0.6,5.0,1
52.0,0,165.54,74.0,30.92,2,89.0,82.0,1,0,8.1,4.2,6.0,2
50.0,1,171.0,65.0,29.35,2,39.0,81.0,2,2,5.7,2.3,4.0,2
38.0,0,159.0,87.0,28.09,2,63.0,87.0,2,1,8.1,1.4,1.0,0
49.0,1,171.0,92.0,27.24,1,35.0,76.0,1,1,6.3,1.0,5.0,0
40.0,1,168.0,63.0,32.42,2,40.0,65.0,2,1,4.5,1.0,1.0,0
50.0,0,179.0,55.0,22.38,2,34.0,73.0,0,1,11.3,0.7,1.0,2
20.0,0,170.0,72.0,25.8,2,58.0,76.0,2,2,6.7,0.7,5.0,0
35.0,0,177.0,109.0,21.06,0,61.0,97.0,2,2,7.0,0.9,1.0,2
41.77,0,152.0,61.0,28.33,2,80.0,64.0,2,2,8.7,0.5,6.0,1
59.0,0,160.0,62.0,22.63,2,23.0,72.0,2,2,6.8,1.2,2.0,2
48.0,0,160.0,55.0,24.01,2,43.0,68.0,2,2,4.0,1.3,6.0,0
20.0,0,166.0,112.0,26.28,1,22.0,85.0,2,0,8.4,3.0,3.62,0
57.0,0,165.0,87.0,18.94,2,20.0,72.0,2,2,5.4,3.0,2.0,2
63.0,0,156.0,99.0,27.55,0,113.0,78.0,2,2,6.5,1.0,5.0,0
41.0,0,153.0,101.0,29.82,2,32.0,76.0,0,2,5.0,1.0,2.0,1
49.0,0,179.0,89.0,25.58,2,73.0,75.0,2,2,5.5,1.7,6.0,1
64.0,0,172.0,57.0,32.77,1,101.0,89.0,2,2,7.4,0.9,3.0,2
39.0,0,168.0,110.0,29.96,0,59.0,91.0,2,0,6.1,1.8,2.0,0
40.0,0,161.0,57.0,18.63,0,30.0,73.0,0,2,7.1,1.5,1.0,2
19.0,0,164.0,83.0,28.68,2,61.0,74.0,1,2,8.1,1.3,5.0,2
41.77,1,160.0,109.0,20.05,2,112.0,71.0,0,2,11.3,2.6,1.0,1
59.0,0,154.0,106.0,31.39,2,23.0,96.0,2,2,6.8,2.6,1.0,0
19.0,0,154.0,95.0,34.86,2,44.0,70.0,2,2,7.9,3.0,3.62,2
43.0,0,165.54,71.0,27.26,0,119.0,64.0,2,0,7.6,1.1,5.0,2
34.0,1,178.0,89.0,29.77,2,55.0,70.0,2,2,6.7,2.7,4.0,1
57.0,0,167.0,94.0,22.42,2,83.0,93.0,2,2,5.9,1.8,3.62,2
50.0,1,160.0,104.0,25.72,0,63.0,78.0,2,2,6.0,2.0,1.0,0
26.0,1,175.0,100.0,32.63,2,59.0,85.0,1,2,6.2,1.84,6.0,0
60.0,1,161.0,54.0,21.26,2,111.0,85.0,1,0,5.7,2.9,1.0,0
56.0,0,151.0,150.5,22.88,2,64.0,76.0,2,2,7.5,2.3,5.0,2
46.0,1,169.0,85.13,25.85,2,27.0,90.0,2,2,6.6,1.84,5.0,2
59.0,1,164.0,111.0,30.25,0,104.0,80.0,2,1,8.8,1.7,2.0,2
43.0,0,169.0,73.0,24.7,2,54.0,79.0,2,2,7.9,2.0,1.0,0
52.0,0,153.0,56.0,33.81,1,63.0,82.0,1,2,5.5,2.6,1.0,2
42.0,1,171.0,87.0,20.06,2,72.2,84.0,2,2,4.2,2.1,5.0,2
41.0,1,167.0,86.0,24.62,2,66.0,80.0,0,2,7.6,1.4,6.0,2
30.0,1,155.0,117.0,30.2,2,44.0,96.0,2,2,7.7,1.5,6.0,0
24.0,1,172.0,91.0,22.23,0,60.0,71.0,2,2,8.8,0.6,1.0,0
53.0,0,176.0,54.0,29.33,1,24.0,60.0,2,2,5.3,2.8,3.0,2
62.0,1,175.0,113.0,21.21,2,83.0,61.0,0,2,4.4,0.7,4.0,2
37.0,0,168.0,99.0,27.55,2,81.0,69.0,2,2,6.6,1.9,5.0,2
18.0,0,160.0,64.0,20.5,2,91.0,93.0,2,0,5.3,2.7,5.0,2
25.0,1,177.0,102.0,27.55,2,164.5,91.0,2,1,7.6,1.6,1.0,2
63.0,1,173.0,85.13,27.6,2,22.0,84.0,1,1,4.3,1.84,6.0,1
33.0,0,151.0,58.0,31.64,2,56.0,69.0,1,1,7.8,2.5,4.0,2
31.0,0,176.0,87.0,23.99,2,114.0,60.0,2,2,4.6,0.6,4.0,2
29.0,1,157.0,71.0,28.28,1,112.0,91.0,0,2,7.5,1.84,3.62,1
40.0,0,178.0,98.0,26.67,2,60.0,96.0,1,2,6.7,1.84,5.0,2
32.0,1,160.0,117.0,34.1,2,72.2,71.0,0,2,8.8,1.6,5.0,2
45.0,0,154.0,64.0,30.83,2,86.0,77.0,2,2,4.2,1.9,5.0,2
51.0,0,167.0,114.0,30.55,0,106.0,89.0,2,0,5.5,2.0,3.0,0
19.0,0,172.0,103.0,19.26,2,59.0,72.0,2,2,4.3,0.9,1.0,2
49.0,0,179.0,79.0,27.57,2,104.0,62.0,2,1,8.4,1.84,3.0,2
40.0,0,167.0,69.0,26.21,2,96.0,80.0,2,1,7.0,0.6,5.0,1
39.0,0,163.0,82.0,33.81,2,164.5,73.0,0,0,6.7,0.9,4.0,2
42.0,0,171.0,85.13,22.75,2,72.2,80.0,2,2,4.7,1.8,1.0,0
39.0,0,159.0,85.13,22.95,1,44.0,69.0,2,2,6.4,1.9,1.0,2
39.0,0,152.0,77.0,25.29,1,58.0,61.0,1,2,6.0,1.84,6.0,2
59.0,0,158.0,94.0,22.52,0,56.0,96.0,2,1,5.6,2.4,5.0,0
23.0,0,152.0,60.0,20.63,2,24.0,70.0,2,0,7.9,1.4,5.0,2
41.77,1,160.0,80.0,32.65,1,72.2,60.0,0,1,4.3,2.8,5.0,2
60.0,0,161.0,61.0,27.71,1,72.2,85.0,1,1,7.2,1.5,5.0,0
54.0,1,161.0,100.0,32.71,0,60.0,72.0,2,2,8.1,0.9,5.0,0
50.0,0,152.0,93.0,32.21,2,79.0,87.0,2,0,8.5,2.4,5.0,1
25.0,0,170.0,99.0,27.55,0,73.0,95.0,0,2,7.7,1.9,1.0,2
61.0,0,156.0,66.0,27.54,2,41.0,80.0,2,0,5.4,1.84,3.0,1
61.0,0,163.0,84.0,19.87,2,97.0,69.0,1,2,7.0,1.4,4.0,0
22.0,1,173.0,50.0,33.6,2,38.0,71.0,2,2,4.7,0.9,5.0,2
56.0,1,177.0,78.0,25.17,1,96.0,86.0,2,2,4.6,1.4,3.62,1
21.0,0,160.0,100.0,25.0,0,118.0,80.0,2,2,7.2,0.6,6.0,2
23.0,0,156.0,85.13,23.5,0,87.0,87.0,2,0,8.3,1.8,1.0,0
62.0,0,174.0,53.0,26.1,2,72.2,61.0,2,2,6.6,1.84,4.0,0
49.0,0,170.0,77.0,22.65,1,41.0,87.0,2,2,4.5,2.5,1.0,2
47.0,1,159.0,65.0,24.69,2,84.0,90.0,2,1,11.3,0.6,2.0,0
64.0,0,160.0,112.0,31.7,0,30.0,80.0,2,2,5.1,4.2,3.0,2
52.0,0,164.0,102.0,32.27,2,35.0,66.0,0,2,11.3,4.2,2.0,2
57.0,1,168.0,66.0,27.55,1,87.0,90.0,0,2,5.1,1.0,1.0,1
33.0,1,165.0,89.0,26.24,1,112.0,73.0,2,2,4.6,2.4,6.0,0
30.0,1,171.0,62.0,32.92,1,63.0,98.0,1,2,6.7,1.3,2.0,2
59.0,1,170.0,101.0,19.37,1,107.0,98.0,0,2,8.3,1.1,1.0,0
47.0,1,177.0,107.0,33.17,2,72.2,68.0,2,2,7.4,0.9,2.0,2
85.0,0,169.0,86.0,22.12,2,91.0,82.0,2,0,6.6,1.7,1.0,0
34.0,0,161.0,110.0,29.7,2,97.0,71.0,0,2,5.3,0.7,3.0,0
36.0,1,165.54,83.0,27.55,2,98.0,88.0,2,1,8.4,2.5,6.0,0
41.77,0,172.0,119.0,27.62,2,81.0,97.0,0,2,5.9,1.7,3.62,1
43.0,0,162.0,66.0,27.55,2,105.0,98.0,2,1,6.6,1.6,3.0,2
41.77,0,154.0,69.0,20.18,0,164.5,81.0,2,0,6.4,0.5,1.0,0
43.0,0,153.0,85.13,24.23,2,25.0,63.0,2,2,5.3,2.5,4.0,2
40.0,0,165.54,118.0,27.38,2,20.0,66.0,2,2,5.3,1.7,2.0,0
26.0,1,163.0,85.13,31.89,2,39.0,99.0,2,1,6.8,1.6,2.0,2
29.0,0,157.0,66.0,22.07,2,55.0,67.0,2,2,4.4,1.84,2.0,2
18.0,0,158.0,85.13,31.75,2,21.0,94.0,1,2,8.7,0.7,3.62,1
18.0,1,174.0,50.0,25.09,0,89.0,68.0,2,1,5.4,1.4,2.0,0
64.0,1,168.0,62.0,21.62,2,21.0,72.0,2,2,5.7,1.9,3.62,2
51.0,0,152.0,76.0,27.55,0,22.0,98.0,2,2,5.2,1.7,4.0,1
49.0,0,154.0,119.0,20.0,0,26.0,79.0,2,2,4.0,1.0,2.0,2
42.0,0,170.0,108.0,26.99,1,103.0,80.0,2,2,7.5,1.2,4.0,2
57.0,0,175.0,55.0,19.55,2,83.0,80.0,1,1,7.0,1.3,1.0,2
62.0,0,167.0,72.0,24.38,1,60.0,61.0,1,1,8.0,3.0,1.0,2
18.0,0,150.0,59.0,28.42,1,73.0,99.0,2,2,4.2,1.3,9.5,2
33.0,1,157.0,100.0,27.68,1,60.0,89.0,2,1,8.6,1.0,3.62,2
56.0,0,168.0,68.0,25.18,2,24.0,82.0,1,2,5.7,2.6,5.0,2
41.77,1,166.0,100.0,25.58,2,72.2,99.0,2,2,8.6,1.6,3.62,1
39.0,0,166.0,117.0,22.24,2,101.0,72.0,0,0,4.5,1.6,3.0,2
46.0,1,160.0,91.0,26.02,2,82.0,92.0,1,2,7.7,1.9,6.0,1
20.0,0,151.0,106.0,34.23,0,20.0,91.0,2,2,6.9,2.0,3.62,2
29.0,1,155.0,117.0,32.53,2,72.2,87.0,2,1,5.8,2.0,3.0,1
43.0,0,171.0,87.0,20.9,2,100.0,83.0,2,2,4.4,0.6,2.0,2
41.77,0,163.0,111.0,18.99,2,65.0,87.0,2,1,7.0,2.5,3.0,0
54.0,0,152.0,56.0,27.55,2,34.0,89.0,2,0,4.1,1.84,5.0,0
39.0,0,161.0,99.0,27.19,0,88.0,88.0,1,2,6.5,1.2,5.0,1
46.0,0,165.54,101.0,27.37,2,36.0,93.0,2,2,7.0,0.9,3.62,2
31.0,1,161.0,75.0,31.38,0,40.0,81.0,2,0,7.7,2.4,1.0,2
45.0,0,162.0,75.0,23.69,0,72.0,84.0,2,2,9.0,2.0,6.0,2
22.0,0,151.0,68.0,26.45,0,74.0,73.0,2,0,5.3,2.4,2.0,2
64.0,0,151.0,58.0,34.48,1,106.0,69.0,2,2,5.6,2.1,5.0,2
47.0,0,164.0,110.0,29.59,1,29.0,69.0,1,2,5.7,0.8,5.0,2
41.77,0,172.0,69.0,21.04,2,100.0,67.0,0,2,7.7,1.3,6.0,1
22.0,0,178.0,99.0,20.7,2,76.0,73.0,2,0,8.7,1.8,3.62,2
29.0,0,166.0,71.0,21.87,2,84.0,97.0,2,0,8.9,1.3,3.62,2
33.0,0,156.0,62.0,31.15,0,56.0,91.0,2,2,8.7,4.2,6.0,2
43.0,0,179.0,85.13,23.37,2,72.2,91.0,2,2,8.4,2.7,6.0,2
43.0,1,177.0,85.13,18.85,2,95.0,62.0,2,2,9.0,2.4,2.0,2
38.0,0,163.0,114.0,34.08,2,59.0,79.0,1,0,5.9,1.4,1.0,0
56.0,0,161.0,79.0,21.3,2,69.0,72.0,0,0,8.7,2.4,5.0,2
53.0,1,179.0,57.0,18.66,0,20.0,82.0,0,1,7.8,2.1,3.0,1
41.77,0,166.0,70.0,22.41,0,39.0,78.0,2,2,4.8,0.5,2.0,2
41.77,1,163.0,85.13,22.38,2,50.0,75.0,0,2,4.2,1.5,2.0,2
54.0,1,155.0,67.0,25.46,2,87.0,95.0,1,0,5.1,1.2,2.0,2
40.0,0,168.0,115.0,33.69,2,109.0,94.0,0,1,7.9,1.0,6.0,1
27.0,0,173.0,97.0,33.01,2,31.0,66.0,0,0,7.2,1.1,6.0,2
22.0,1,155.0,93.0,27.55,2,41.0,96.0,2,2,5.1,2.9,2.0,2
53.0,0,176.0,58.0,25.28,0,20.0,67.0,0,2,7.7,1.7,5.0,2
51.0,0,167.0,85.13,27.66,1,20.0,80.0,1,2,6.6,2.6,3.0,2
41.77,0,173.0,103.0,27.55,1,22.0,82.0,2,0,8.1,1.0,1.0,2
27.0,0,154.0,75.0,19.36,2,95.0,69.0,1,1,8.0,0.9,4.0,2
36.0,0,173.0,75.0,34.0,2,40.0,89.0,0,0,8.9,2.7,5.0,1
41.77,0,173.0,83.0,21.58,2,32.0,92.0,0,1,4.8,1.7,5.0,1
18.0,0,155.0,57.0,21.77,2,80.0,80.0,2,0,8.5,2.7,4.0,2
22.0,0,151.0,85.13,26.3,2,32.0,94.0,1,0,5.7,0.7,4.0,2
62.0,0,157.0,97.0,26.61,2,101.0,86.0,0,0,6.6,2.8,2.0,2
21.0,0,164.0,104.0,18.8,2,52.0,62.0,2,2,6.3,1.5,3.0,1
33.0,1,164.0,103.0,20.94,2,25.0,67.0,2,0,7.1,1.84,5.0,2
41.0,0,160.0,89.0,24.74,2,72.2,72.0,2,2,9.0,2.2,5.0,0
33.0,0,171.0,64.0,29.78,2,42.0,62.0,2,2,7.0,2.5,1.0,1
19.0,0,171.0,67.0,22.27,2,107.0,79.0,0,0,8.6,0.6,4.0,2
45.0,0,173.0,72.0,25.48,2,45.0,94.0,2,2,5.3,3.0,4.0,2
49.0,0,150.0,111.0,27.7,2,23.0,72.0,1,2,6.0,2.2,5.0,2
44.0,0,167.0,95.0,33.16,2,54.0,79.0,1,0,6.5,1.3,4.0,1
37.0,1,161.0,88.0,23.88,2,94.0,83.0,2,1,5.6,0.9,2.0,1
41.0,0,161.0,64.0,20.7,2,119.0,68.0,2,2,8.9,1.5,1.0,0
29.0,0,174.0,102.0,26.57,2,44.0,80.0,2,2,7.6,1.1,5.0,2
52.0,0,160.0,85.13,30.82,2,72.2,84.0,2,0,6.6,1.7,6.0,2
50.0,0,177.0,112.0,20.31,2,72.2,75.0,1,2,7.8,2.5,3.62,2
50.0,1,157.0,65.0,25.51,2,113.0,80.0,1,2,6.3,2.2,6.0,0
60.0,0,177.0,85.13,18.79,0,87.0,87.0,1,1,6.6,1.6,2.0,0
41.77,0,156.0,115.0,19.05,2,42.0,71.0,2,0,6.7,0.8,1.0,2
29.0,0,172.0,62.0,26.47,2,118.0,83.0,0,0,7.1,2.9,6.0,2
20.0,0,170.0,96.0,23.42,1,41.0,88.0,2,0,8.9,1.2,4.0,2
18.0,0,151.0,58.0,42.57,1,114.0,74.0,2,1,4.2,1.2,5.0,2
50.0,0,160.0,112.0,28.44,0,81.0,77.0,1,2,6.6,1.84,1.0,2
41.77,0,193.0,83.0,25.99,2,20.0,66.0,2,0,4.5,2.4,3.62,0
27.0,0,159.0,78.0,25.23,0,78.0,116.0,2,2,4.7,1.84,5.0,0
60.0,0,152.0,85.13,26.7,2,87.0,78.0,2,1,7.1,2.9,1.0,2
61.0,0,169.0,85.13,19.17,0,38.0,64.0,2,2,5.2,4.2,5.0,2
41.77,0,193.0,113.0,33.23,1,49.0,85.0,1,0,7.7,1.6,3.62,1
30.0,1,159.0,73.0,27.55,2,20.0,61.0,2,2,6.6,0.9,1.0,1
29.0,0,177.0,83.0,21.49,0,67.0,92.0,2,1,5.1,2.0,1.0,2
41.77,0,176.0,97.0,20.49,2,38.0,96.0,2,1,6.5,0.5,4.0,0
63.0,0,167.0,61.0,42.57,2,71.0,84.0,2,1,6.6,1.0,1.0,1
19.0,0,163.0,72.0,29.41,2,104.0,84.0,2,1,8.3,1.84,3.0,2
52.0,0,167.0,62.0,29.41,0,41.0,98.0,2,2,4.1,1.0,4.0,2
40.0,1,177.0,94.0,32.49,1,72.2,89.0,1,2,4.0,1.7,3.0,2
34.0,0,173.0,114.0,30.91,2,85.0,63.0,2,0,7.1,1.5,6.0,0
43.0,0,157.0,96.0,25.92,2,25.0,78.0,1,2,6.6,1.4,3.0,2
25.0,0,165.54,107.0,28.61,1,83.0,86.0,1,1,8.3,2.6,2.0,2
46.0,0,171.0,54.0,27.55,0,40.0,98.0,2,2,5.3,2.2,3.0,2
43.0,0,162.0,54.0,26.96,2,116.0,83.0,2,2,6.6,2.8,1.0,0
27.0,0,170.0,109.0,27.55,2,38.0,96.0,2,2,7.1,1.6,5.0,2
43.0,0,157.0,70.0,29.14,2,110.0,84.0,1,1,8.1,1.2,4.0,2
51.0,1,153.0,73.0,27.7,0,56.0,88.0,1,2,5.8,0.8,4.0,1
58.0,0,176.0,85.13,29.13,1,82.0,90.0,2,2,6.2,2.2,4.0,2
24.0,1,153.0,70.0,28.61,2,48.0,94.0,2,0,4.6,2.6,5.0,2
21.0,0,165.54,103.0,30.37,2,79.0,87.0,2,2,4.8,1.0,3.0,2
62.0,1,150.0,59.0,29.11,2,111.0,97.0,1,2,6.8,2.7,6.0,0
28.0,0,166.0,73.0,27.08,2,53.0,63.0,2,0,4.5,1.84,2.0,1
46.0,1,151.0,109.0,29.75,2,20.0,87.0,2,2,5.0,0.9,1.0,0
53.0,0,179.0,106.0,27.55,2,67.0,90.0,2,2,5.2,1.84,6.0,2
42.0,1,157.0,72.0,22.49,2,108.0,82.0,2,2,6.6,1.84,4.0,2
38.0,0,156.0,85.13,18.52,0,40.0,73.0,2,2,4.2,0.6,1.0,2
53.0,1,164.0,117.0,27.74,2,53.0,87.0,0,1,6.5,1.5,3.0,0
41.77,1,175.0,83.0,28.25,2,45.0,73.0,2,2,8.6,2.5,6.0,2
54.0,0,174.0,119.0,34.54,2,55.0,60.0,1,2,4.1,1.9,2.0,1
26.0,1,165.54,77.0,24.46,2,72.2,91.0,1,1,7.2,1.2,4.0,1
41.0,0,151.0,88.0,25.0,2,42.0,77.0,2,2,6.6,1.84,3.0,2
52.0,0,156.0,91.0,21.83,2,100.0,64.0,2,2,5.6,1.1,9.5,1
52.0,0,157.0,72.0,19.66,2,66.0,74.0,2,2,4.7,1.1,2.0,2
53.0,0,165.54,119.0,31.25,1,72.2,75.0,2,0,4.2,1.4,6.0,2
35.0,0,156.0,51.0,22.62,2,63.0,95.0,2,2,7.2,2.7,4.0,1
56.0,0,179.0,73.0,28.55,2,39.0,95.0,1,1,6.8,1.8,3.0,2
49.0,0,156.0,66.0,29.85,2,46.0,99.0,2,2,5.1,2.2,1.0,2
41.0,0,177.0,114.0,26.28,1,80.0,80.0,2,2,8.2,2.9,6.0,2
41.77,0,163.0,119.0,32.96,2,56.0,97.0,2,2,7.7,2.5,5.0,1
49.0,0,170.0,118.0,25.82,2,103.0,82.0,2,1,5.4,0.9,4.0,2
54.0,0,165.54,109.0,23.2,2,71.0,80.0,2,2,7.8,2.5,2.0,2
41.77,0,155.0,99.0,27.55,0,94.0,84.0,2,2,5.2,2.4,2.0,2
30.0,0,153.0,61.0,42.57,2,111.0,61.0,2,1,7.4,1.1,5.0,2
40.0,0,159.0,96.0,21.21,2,81.0,94.0,2,2,4.6,1.3,5.0,2
42.0,0,167.0,116.0,18.93,1,85.0,83.0,1,2,7.5,1.84,3.0,1
52.0,0,161.0,114.0,19.98,1,43.0,72.0,1,0,5.2,1.1,5.0,2
58.0,1,165.0,76.0,23.23,2,99.0,96.0,2,1,6.9,1.0,4.0,0
47.0,0,174.0,85.13,34.54,0,31.0,89.0,2,1,4.9,2.3,6.0,2
34.0,0,165.54,111.0,27.55,1,35.0,70.0,1,2,7.6,2.7,5.0,2
41.77,1,155.0,93.0,27.55,2,55.0,82.0,2,0,4.3,0.7,4.0,2
42.0,0,177.0,68.0,33.16,2,21.0,87.0,1,2,4.8,1.6,1.0,2
39.0,0,154.0,108.0,25.98,2,108.0,88.0,1,1,4.9,2.0,5.0,0
30.0,0,152.0,57.0,23.7,2,81.0,74.0,2,1,4.2,2.2,1.0,1
36.0,0,161.0,104.0,34.03,2,83.0,62.0,2,1,7.7,3.0,6.0,2
53.0,0,164.0,96.0,32.52,2,48.0,68.0,0,2,8.9,2.2,2.0,0
29.0,0,159.0,51.0,32.42,0,111.0,67.0,2,1,7.9,2.1,6.0,1
41.77,1,175.0,88.0,26.95,2,93.0,92.0,2,1,8.3,3.0,5.0,2
36.0,0,169.0,94.0,42.57,2,106.0,93.0,2,2,4.0,0.7,2.0,2
29.0,0,168.0,81.0,21.46,2,115.0,68.0,1,2,4.6,0.7,3.62,1
26.0,1,165.0,114.0,27.96,2,50.0,76.0,2,2,6.8,1.9,1.0,1
24.0,0,177.0,87.0,34.73,0,102.0,60.0,2,2,8.9,1.4,2.0,2
41.77,0,160.0,60.0,23.3,2,34.0,99.0,0,2,7.3,0.7,1.0,2
31.0,0,157.0,59.0,31.61,1,74.0,64.0,2,1,5.9,1.3,3.0,1
48.0,0,152.0,108.0,26.59,2,52.0,89.0,0,2,4.7,2.2,6.0,2
36.0,0,172.0,104.0,27.55,2,100.0,70.0,2,2,4.8,1.84,6.0,1
64.0,0,156.0,69.0,31.09,2,71.0,87.0,0,2,5.8,0.7,1.0,0
33.0,0,172.0,66.0,21.28,2,72.2,97.0,2,1,7.6,1.9,3.0,2
22.0,0,178.0,117.0,28.92,2,39.0,76.0,0,2,4.2,1.2,2.0,2
52.0,1,156.0,54.0,19.91,0,92.0,82.0,2,2,8.3,2.2,1.0,0
29.0,0,163.0,109.0,27.55,2,57.0,77.0,1,0,8.7,1.9,3.0,2
41.77,0,151.0,72.0,27.55,2,22.0,96.0,0,2,8.4,2.8,1.0,0
38.0,0,159.0,95.0,22.24,1,73.0,86.0,2,1,8.6,0.6,4.0,2
53.0,0,168.0,101.0,20.63,2,85.0,84.0,2,1,4.1,1.7,6.0,0
40.0,1,175.0,59.0,34.11,2,37.0,64.0,2,0,8.9,1.0,4.0,2
41.77,1,158.0,95.0,30.25,2,106.0,78.0,2,2,5.8,1.8,2.0,2
56.0,0,193.0,77.0,30.74,2,102.0,86.0,2,1,8.3,2.6,4.0,2
62.0,0,168.0,92.0,26.74,2,26.0,72.0,2,2,4.9,2.8,6.0,2
59.0,0,167.0,75.0,26.33,0,54.0,66.0,1,2,6.2,1.5,5.0,0
56.0,0,158.0,104.0,20.32,2,103.0,85.0,0,0,4.2,2.5,3.62,2
31.0,0,165.0,97.0,27.74,0,103.0,73.0,2,0,4.2,1.2,6.0,2
48.0,0,162.0,78.0,22.57,0,102.0,86.0,2,2,8.7,0.5,6.0,0
22.0,0,159.0,76.0,34.62,1,99.0,67.0,2,2,8.1,2.6,5.0,0
52.0,0,174.0,67.0,31.64,0,104.0,90.0,0,2,6.6,0.8,4.0,2
40.0,1,169.0,109.0,25.31,2,112.0,94.0,1,2,6.6,0.5,2.0,1
46.0,0,163.0,118.0,21.0,2,79.0,86.0,1,0,7.7,1.84,5.0,0
60.0,0,161.0,70.0,31.46,1,43.0,63.0,0,2,5.7,1.4,6.0,2
41.77,0,165.54,85.13,27.55,2,112.0,63.0,1,2,7.8,0.7,2.0,0
35.0,0,168.0,52.0,21.62,0,114.0,77.0,0,0,6.6,2.5,1.0,0
64.0,0,156.0,111.0,21.99,0,58.0,82.0,0,2,7.2,1.5,6.0,1
29.0,1,172.0,51.0,27.69,2,31.0,91.0,2,2,8.8,1.7,3.62,1
41.77,0,164.0,115.0,31.49,2,72.2,71.0,2,2,6.4,1.2,1.0,2
