User_ID,Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned
U00239,53.0,Female,150.0,56.0,30.46,Strength,95.0,84.0,Low,Vegan,,0.7,3.0,Medium
N/A,36.0,,,81.0,19.09,Other,88.0,95.0,Low,Unknown,6.0,2.9,1.0,Medium
U00241,43.0,Invalid,157.0,116.0,34.96,Other,116.0,71.0,High,Mixed,7.9,2.6,1.0,Other
U00242,,Other,167.0,88.0,32.9,Strength,65.0,62.0,Medium,Vegan,8.2,2.6,,N/A
U00243,36.0,Male,,,23.41,N/A,44.0,88.0,Medium,Mixed,6.4,2.7,5.0,Other
U00244,37.0,N/A,150.0,119.0,22.75,N/A,44.0,83.0,Low,Vegetarian,5.2,0.7,3.0,Unknown
U00245,49.0,Unknown,178.0,103.0,24.79,Strength,300.0,78.0,Invalid,Vegan,7.0,0.9,3.0,Other
Other,,Female,171.0,,24.38,Cardio,80.0,72.0,Other,Vegetarian,5.3,0.8,3.0,Low
U00247,58.0,Female,166.0,,24.64,Strength,34.0,75.0,N/A,Vegetarian,5.3,0.8,3.0,Invalid
U00248,50.0,,168.0,94.0,23.75,Yoga,109.0,99.0,Low,Vegan,8.0,1.3,2.0,
U00249,57.0,Female,250.0,110.0,28.75,N/A,93.0,86.0,Unknown,Vegan,4.8,2.6,6.0,Medium
U00250,56.0,Female,155.0,119.0,21.21,Strength,107.0,250.0,Medium,Other,4.0,1.1,6.0,High
Invalid,35.0,Male,152.0,,32.46,Unknown,54.0,69.0,N/A,Vegan,5.7,,6.0,Invalid
U00252,57.0,Unknown,173.0,100.0,31.9,N/A,48.0,,N/A,Vegan,6.5,2.2,2.0,N/A
Unknown,18.0,Female,154.0,105.0,26.36,Cardio,57.0,,Unknown,Vegan,7.5,0.7,5.0,Invalid
U00254,28.0,Female,151.0,76.0,32.57,Invalid,88.0,77.0,Invalid,Vegan,7.9,1.4,4.0,Low
U00255,45.0,Female,169.0,87.0,22.58,Yoga,43.0,91.0,Other,Unknown,7.3,1.2,2.0,Low
Unknown,42.0,Male,174.0,111.0,18.79,Cardio,38.0,76.0,Medium,Mixed,7.1,2.6,3.0,High
U00257,40.0,Male,153.0,67.0,,N/A,65.0,,Invalid,Vegetarian,,1.8,6.0,High
Other,48.0,Unknown,159.0,113.0,26.06,Yoga,68.0,79.0,,Mixed,5.4,2.1,6.0,Unknown
U00259,,N/A,159.0,79.0,27.86,Strength,63.0,69.0,Other,Vegetarian,5.9,0.8,5.0,Medium
U00260,59.0,Male,,98.0,33.34,Invalid,92.0,68.0,Invalid,Unknown,7.1,2.8,3.0,Unknown
Unknown,52.0,,170.0,90.0,34.5,Unknown,45.0,98.0,High,Mixed,4.3,1.3,2.0,Other
Invalid,24.0,Female,160.0,62.0,28.97,Other,44.0,84.0,Low,Unknown,5.5,2.3,6.0,N/A
,33.0,Unknown,176.0,83.0,31.11,Cardio,54.0,84.0,,Vegetarian,6.0,2.9,5.0,Medium
U00264,43.0,Male,165.0,74.0,19.88,Yoga,55.0,83.0,Invalid,Vegan,6.7,1.8,,Unknown
U00265,19.0,Female,175.0,115.0,21.15,Cardio,33.0,65.0,,Vegan,6.4,1.8,6.0,Unknown
U00266,18.0,Other,178.0,67.0,30.6,Unknown,75.0,89.0,Invalid,Other,7.6,0.8,4.0,N/A
U00267,29.0,Invalid,178.0,54.0,25.62,N/A,25.0,69.0,Medium,Invalid,6.4,1.5,1.0,Invalid
U00268,22.0,Invalid,179.0,68.0,25.86,Unknown,51.0,98.0,Medium,Vegetarian,8.5,2.6,1.0,Invalid
,54.0,Male,166.0,91.0,23.59,Cardio,45.0,90.0,Other,Mixed,5.9,0.8,6.0,Medium
Other,49.0,Female,165.0,,28.52,Yoga,34.0,77.0,Medium,Mixed,6.6,2.8,3.0,Invalid
Invalid,26.0,Male,156.0,81.0,21.56,Yoga,68.0,92.0,Low,Other,4.0,2.2,6.0,Unknown
Unknown,58.0,Male,165.0,70.0,,Yoga,114.0,78.0,High,Invalid,5.6,1.6,1.0,High
U00273,52.0,Female,152.0,59.0,21.37,Cardio,75.0,82.0,High,N/A,8.3,1.9,6.0,Low
Unknown,36.0,Female,175.0,86.0,19.55,Other,56.0,64.0,Low,Vegetarian,5.7,0.9,6.0,High
Unknown,33.0,Unknown,165.0,98.0,23.95,Strength,72.0,85.0,Medium,,5.3,1.0,4.0,High
U00276,20.0,Invalid,157.0,62.0,22.31,Yoga,77.0,88.0,,Vegetarian,6.7,,6.0,Low
U00277,37.0,N/A,179.0,104.0,33.17,Yoga,102.0,83.0,Low,Vegetarian,,1.5,4.0,Medium
U00278,41.0,Invalid,161.0,,19.41,Unknown,97.0,65.0,Other,Vegan,6.7,2.8,,Medium
U00279,50.0,Male,152.0,58.0,21.41,Strength,55.0,98.0,Invalid,Invalid,5.5,1.4,4.0,Medium
N/A,41.0,Other,166.0,93.0,27.55,Cardio,30.0,63.0,Medium,Mixed,5.9,1.8,1.0,Low
Unknown,28.0,Other,170.0,95.0,26.44,Yoga,46.0,85.0,High,N/A,8.0,0.9,3.0,Other
U00282,25.0,Male,167.0,57.0,19.26,Cardio,21.0,74.0,High,Unknown,7.3,2.3,6.0,High
Invalid,53.0,Male,160.0,86.0,18.62,Invalid,41.0,72.0,Medium,Vegan,6.2,,1.0,Invalid
U00284,55.0,Male,153.0,68.0,34.8,Other,85.0,99.0,Invalid,Unknown,6.9,1.6,4.0,High
U00285,57.0,Male,,112.0,29.37,N/A,103.0,81.0,Medium,Invalid,7.8,2.9,4.0,Medium
Unknown,37.0,Male,166.0,95.0,24.53,Invalid,36.0,72.0,Other,,7.7,,5.0,
N/A,52.0,Male,158.0,75.0,26.26,,23.0,98.0,Low,Invalid,4.9,2.1,2.0,Medium
U00288,42.0,Female,155.0,95.0,22.9,Invalid,33.0,76.0,Low,Vegan,5.5,2.8,6.0,High
,52.0,Male,,95.0,24.19,Yoga,26.0,95.0,N/A,Invalid,5.7,1.9,2.0,Unknown
U00290,42.0,N/A,176.0,,29.21,Unknown,98.0,98.0,Medium,Mixed,4.9,2.6,3.0,High
U00291,46.0,Female,169.0,112.0,33.07,Yoga,113.0,84.0,Low,Invalid,4.1,1.5,1.0,Low
U00292,35.0,Female,174.0,52.0,21.54,Strength,,93.0,,Vegetarian,4.9,0.7,2.0,Unknown
Unknown,63.0,N/A,151.0,77.0,32.37,Cardio,85.0,80.0,High,Vegan,8.0,3.0,3.0,Low
U00294,35.0,Male,158.0,,20.51,Yoga,38.0,84.0,N/A,Vegan,6.7,0.9,4.0,Other
U00295,19.0,N/A,177.0,67.0,22.05,N/A,20.0,84.0,Low,Invalid,5.7,1.1,2.0,High
U00296,52.0,Male,170.0,84.0,19.11,Strength,50.0,81.0,High,Mixed,7.0,0.9,1.0,N/A
,33.0,Unknown,178.0,96.0,20.82,Other,23.0,82.0,High,Invalid,7.7,1.3,5.0,Low
Other,58.0,,155.0,54.0,33.64,Strength,110.0,84.0,Other,Mixed,5.8,1.2,5.0,Low
U00299,53.0,Other,152.0,108.0,,Cardio,77.0,73.0,High,Mixed,6.3,,2.0,
U00300,50.0,Female,169.0,108.0,19.78,Cardio,75.0,,Medium,Vegetarian,4.3,3.0,15.0,Medium
N/A,21.0,N/A,155.0,96.0,,Other,72.0,85.0,Invalid,Vegan,7.0,0.6,3.0,Medium
U00302,,Female,156.0,62.0,33.0,N/A,108.0,99.0,High,Vegan,5.8,2.4,6.0,N/A
U00303,,Male,,82.0,30.95,Cardio,105.0,89.0,Invalid,Vegan,6.2,0.8,1.0,Medium
U00304,38.0,Female,172.0,111.0,33.9,Strength,62.0,85.0,Unknown,Vegetarian,6.1,0.5,4.0,Other
Unknown,37.0,Male,250.0,65.0,22.13,Unknown,93.0,97.0,High,Other,7.2,2.1,,Low
Invalid,25.0,Unknown,154.0,93.0,32.3,Cardio,116.0,81.0,Invalid,Unknown,6.9,2.7,4.0,N/A
U00307,24.0,Male,155.0,107.0,29.88,Invalid,68.0,98.0,Low,Vegetarian,6.1,0.9,5.0,Medium
Invalid,20.0,Female,162.0,,,Cardio,79.0,98.0,Low,Vegetarian,4.1,1.4,3.0,Unknown
Unknown,34.0,Female,151.0,64.0,31.65,Cardio,113.0,93.0,Invalid,Vegan,7.1,0.9,4.0,Unknown
Other,50.0,Female,164.0,53.0,24.22,Cardio,113.0,84.0,Other,Mixed,8.4,2.8,5.0,Low
Invalid,29.0,Other,164.0,105.0,31.28,Cardio,35.0,95.0,Medium,Vegan,7.8,1.2,4.0,Medium
U00312,39.0,Other,162.0,113.0,22.83,Yoga,92.0,,Medium,Invalid,8.9,1.6,2.0,Medium
U00313,39.0,Female,175.0,117.0,23.92,Yoga,100.0,88.0,N/A,Vegan,4.7,2.7,1.0,Other
U00314,63.0,Other,174.0,83.0,20.28,N/A,118.0,68.0,Invalid,Other,5.1,1.9,6.0,N/A
U00315,47.0,N/A,163.0,105.0,33.93,Strength,79.0,74.0,Invalid,Mixed,6.7,,6.0,N/A
U00316,55.0,Female,175.0,81.0,23.3,Invalid,66.0,90.0,Other,Mixed,5.2,,3.0,Unknown
U00317,55.0,Other,171.0,58.0,27.09,Unknown,,86.0,Medium,N/A,4.2,1.7,5.0,High
N/A,62.0,Female,156.0,112.0,24.96,Invalid,82.0,90.0,Low,Vegan,6.0,2.0,3.0,Other
U00319,25.0,Male,,82.0,34.34,N/A,47.0,69.0,Unknown,N/A,5.4,1.1,1.0,
U00320,44.0,Male,175.0,70.0,24.03,Cardio,39.0,96.0,High,Vegan,5.3,3.0,6.0,Medium
U00321,44.0,Unknown,173.0,104.0,31.35,N/A,116.0,66.0,Low,Vegetarian,8.8,1.2,4.0,Other
Other,51.0,Male,176.0,106.0,32.61,Cardio,,91.0,High,,5.2,2.5,4.0,Unknown
Other,38.0,N/A,178.0,51.0,,N/A,52.0,70.0,Low,Vegetarian,4.6,1.3,3.0,Unknown
U00324,47.0,Female,159.0,62.0,24.74,Cardio,55.0,87.0,Invalid,Vegetarian,4.6,1.3,,Other
Unknown,50.0,Male,166.0,53.0,30.84,Yoga,32.0,63.0,Low,Mixed,8.0,0.8,4.0,Medium
N/A,45.0,Other,163.0,99.0,33.56,Yoga,81.0,90.0,High,Other,7.6,1.9,4.0,Low
U00327,64.0,Other,157.0,97.0,30.96,Yoga,87.0,88.0,Unknown,,4.6,1.1,2.0,Low
N/A,99.0,Unknown,153.0,,22.25,,42.0,92.0,Low,Mixed,,0.9,5.0,Unknown
Unknown,22.0,Female,175.0,78.0,33.16,Strength,91.0,63.0,Unknown,Mixed,,1.1,5.0,N/A
N/A,36.0,Invalid,,57.0,24.9,,32.0,85.0,,Unknown,5.4,1.1,6.0,Low
U00331,21.0,Invalid,173.0,61.0,28.01,N/A,107.0,90.0,High,Mixed,,1.8,1.0,Low
N/A,52.0,Female,162.0,90.0,32.22,Strength,59.0,90.0,High,Other,6.7,1.5,4.0,Invalid
U00333,34.0,Female,171.0,75.0,21.61,Cardio,49.0,86.0,Invalid,Unknown,5.0,0.7,,Unknown
Unknown,61.0,Female,,99.0,31.44,Other,113.0,84.0,High,Vegan,8.3,1.8,4.0,Low
U00335,45.0,Male,174.0,51.0,28.34,Yoga,44.0,95.0,High,Invalid,5.6,2.5,1.0,Other
U00336,47.0,Unknown,176.0,104.0,33.24,Cardio,300.0,90.0,High,N/A,,1.9,4.0,High
U00337,46.0,Male,169.0,105.0,21.34,Yoga,92.0,96.0,Low,Invalid,5.6,2.9,2.0,High
U00338,63.0,Male,167.0,63.0,25.44,Cardio,45.0,82.0,High,Other,7.8,,1.0,Unknown
N/A,,Female,163.0,55.0,32.24,Yoga,43.0,94.0,Low,Invalid,4.9,10.0,5.0,Low
Other,52.0,Unknown,167.0,110.0,,Invalid,116.0,63.0,Invalid,Invalid,5.9,1.8,5.0,High
U00341,58.0,Unknown,154.0,61.0,20.35,Unknown,58.0,87.0,Low,Unknown,4.2,1.8,2.0,Low
U00342,,,175.0,62.0,34.84,Unknown,108.0,72.0,Invalid,Unknown,8.1,1.8,5.0,Invalid
Other,41.0,Female,158.0,68.0,23.13,Cardio,,60.0,High,Mixed,5.7,1.3,6.0,Medium
U00344,46.0,Unknown,177.0,93.0,,Cardio,,71.0,Other,Vegan,5.2,1.3,2.0,Medium
U00345,63.0,Female,152.0,108.0,21.51,Yoga,68.0,,Unknown,Unknown,6.9,2.1,5.0,Medium
Other,48.0,Male,157.0,,24.46,Invalid,60.0,85.0,N/A,Unknown,7.5,0.6,5.0,Low
U00347,52.0,Unknown,,74.0,30.92,Other,89.0,82.0,Low,Mixed,8.1,10.0,6.0,Unknown
U00348,50.0,Male,171.0,65.0,29.35,N/A,39.0,81.0,Medium,Unknown,5.7,2.3,4.0,Invalid
Other,38.0,N/A,159.0,87.0,28.09,Yoga,63.0,87.0,Medium,Vegan,8.1,1.4,1.0,High
U00350,49.0,Male,171.0,92.0,27.24,Strength,35.0,76.0,Low,Vegan,6.3,1.0,5.0,High
U00351,40.0,Male,168.0,63.0,32.42,,40.0,65.0,Medium,Vegan,4.5,1.0,1.0,High
N/A,50.0,Female,179.0,55.0,22.38,Other,34.0,73.0,High,Vegan,15.0,0.7,1.0,N/A
,20.0,Female,170.0,72.0,25.8,N/A,58.0,76.0,Unknown,Vegetarian,6.7,0.7,5.0,High
U00354,35.0,Invalid,177.0,109.0,21.06,Cardio,61.0,97.0,Unknown,Unknown,7.0,0.9,1.0,
,,Female,152.0,61.0,28.33,Other,80.0,64.0,,Vegetarian,8.7,0.5,6.0,Low
U00356,59.0,,160.0,62.0,22.63,Invalid,23.0,72.0,Unknown,Unknown,6.8,1.2,2.0,N/A
U00357,48.0,Invalid,160.0,55.0,24.01,Yoga,43.0,68.0,Unknown,Unknown,4.0,1.3,6.0,High
U00358,20.0,Female,166.0,112.0,26.28,Strength,22.0,85.0,N/A,Mixed,8.4,3.0,,High
U00359,57.0,Female,165.0,87.0,18.94,Unknown,20.0,72.0,Other,N/A,5.4,3.0,2.0,Other
U00360,63.0,N/A,156.0,99.0,,Cardio,113.0,78.0,Invalid,Vegetarian,6.5,1.0,5.0,High
N/A,41.0,Female,153.0,101.0,29.82,N/A,32.0,76.0,High,Invalid,5.0,1.0,2.0,Low
Invalid,49.0,Female,179.0,89.0,25.58,Unknown,73.0,75.0,,Other,5.5,1.7,6.0,Low
Invalid,64.0,Unknown,172.0,57.0,32.77,Strength,101.0,89.0,Medium,Invalid,7.4,0.9,3.0,Medium
U00364,39.0,Female,168.0,110.0,29.96,Cardio,59.0,91.0,Medium,Mixed,6.1,1.8,2.0,High
N/A,40.0,Female,161.0,57.0,18.63,Cardio,30.0,73.0,High,Invalid,7.1,1.5,1.0,Other
U00366,19.0,Other,164.0,83.0,28.68,Unknown,61.0,74.0,Low,Vegetarian,8.1,1.3,5.0,Other
N/A,,Male,160.0,109.0,20.05,Unknown,112.0,71.0,High,Unknown,15.0,2.6,1.0,Low
U00368,59.0,Other,154.0,106.0,31.39,N/A,23.0,96.0,,Invalid,6.8,2.6,1.0,High
U00369,19.0,Other,154.0,95.0,34.86,Yoga,44.0,70.0,Unknown,Vegetarian,7.9,3.0,,Invalid
Other,43.0,Female,,71.0,27.26,Cardio,119.0,64.0,N/A,Mixed,7.6,1.1,5.0,Other
Invalid,34.0,Male,178.0,89.0,29.77,Other,55.0,70.0,Medium,,6.7,2.7,4.0,Low
U00372,57.0,Female,167.0,94.0,22.42,Unknown,83.0,93.0,Medium,Invalid,5.9,1.8,,Other
U00373,50.0,Male,160.0,104.0,25.72,Cardio,63.0,78.0,Medium,Vegetarian,6.0,2.0,1.0,High
U00374,26.0,Male,175.0,100.0,32.63,Invalid,59.0,85.0,Low,Vegetarian,6.2,,6.0,High
U00375,60.0,Male,161.0,54.0,21.26,Invalid,111.0,85.0,Low,Mixed,5.7,2.9,1.0,High
U00376,56.0,Other,151.0,180.0,22.88,Unknown,64.0,76.0,Medium,N/A,7.5,2.3,5.0,N/A
Other,46.0,Male,169.0,,25.85,Yoga,27.0,90.0,Medium,Unknown,,,5.0,Medium
U00378,59.0,Male,164.0,111.0,30.25,Cardio,104.0,,Other,Vegan,8.8,1.7,2.0,Medium
U00379,43.0,N/A,169.0,73.0,24.7,Yoga,54.0,79.0,Invalid,Other,7.9,2.0,1.0,High
Other,52.0,Female,153.0,56.0,33.81,Strength,63.0,82.0,Low,Unknown,5.5,2.6,1.0,Invalid
U00381,42.0,Male,171.0,87.0,20.06,Invalid,,84.0,N/A,Other,4.2,2.1,5.0,Unknown
U00382,41.0,Male,167.0,86.0,24.62,,66.0,,High,N/A,7.6,1.4,6.0,Invalid
Invalid,30.0,Male,155.0,117.0,30.2,Invalid,44.0,96.0,N/A,Vegetarian,7.7,1.5,6.0,High
Unknown,24.0,Male,172.0,91.0,22.23,Cardio,60.0,71.0,Other,N/A,8.8,0.6,1.0,High
U00385,53.0,N/A,176.0,54.0,29.33,Strength,24.0,60.0,Unknown,Vegetarian,5.3,2.8,3.0,N/A
Invalid,62.0,Male,175.0,113.0,21.21,Other,83.0,61.0,High,N/A,4.4,0.7,4.0,
Invalid,37.0,Female,168.0,99.0,,Invalid,81.0,69.0,Other,Unknown,,1.9,5.0,Medium
U00388,18.0,Invalid,160.0,64.0,20.5,Other,91.0,93.0,N/A,Mixed,5.3,2.7,5.0,Other
U00389,25.0,Male,177.0,102.0,,Other,300.0,91.0,Unknown,Vegan,7.6,1.6,1.0,Other
Unknown,63.0,Male,173.0,,27.6,Invalid,22.0,84.0,Low,Vegan,4.3,,6.0,Low
U00391,33.0,Unknown,151.0,58.0,31.64,Other,56.0,69.0,Low,Vegan,7.8,2.5,4.0,Medium
U00392,31.0,Unknown,176.0,87.0,23.99,,114.0,60.0,Invalid,Vegetarian,4.6,0.6,4.0,N/A
Other,29.0,Male,157.0,71.0,28.28,Strength,112.0,91.0,High,Unknown,7.5,,,Low
U00394,40.0,Unknown,178.0,98.0,26.67,,60.0,96.0,Low,Other,6.7,,5.0,Invalid
U00395,32.0,Male,160.0,117.0,34.1,Yoga,,71.0,High,Vegetarian,8.8,1.6,5.0,Medium
Unknown,45.0,Female,154.0,64.0,30.83,N/A,86.0,77.0,Other,N/A,4.2,1.9,5.0,Invalid
,51.0,Female,167.0,114.0,30.55,Cardio,106.0,89.0,,Mixed,5.5,2.0,3.0,High
Invalid,19.0,Other,172.0,103.0,19.26,Yoga,59.0,72.0,Medium,Vegetarian,4.3,0.9,1.0,N/A
U00399,49.0,Female,179.0,79.0,27.57,Invalid,104.0,62.0,Unknown,Vegan,8.4,,3.0,N/A
N/A,40.0,Female,167.0,69.0,26.21,Unknown,96.0,80.0,Unknown,Vegan,7.0,0.6,5.0,Low
U00401,39.0,Unknown,163.0,82.0,33.81,Other,300.0,73.0,High,Mixed,6.7,0.9,4.0,Invalid
U00402,42.0,Other,171.0,,22.75,Unknown,,,Other,Unknown,4.7,1.8,1.0,High
Other,39.0,N/A,159.0,,22.95,Strength,44.0,69.0,Medium,N/A,6.4,1.9,1.0,Medium
N/A,39.0,Female,152.0,77.0,25.29,Strength,58.0,61.0,Low,Vegetarian,6.0,,6.0,Medium
U00405,59.0,Invalid,158.0,94.0,22.52,Cardio,56.0,96.0,,Vegan,5.6,2.4,5.0,High
U00406,23.0,Unknown,152.0,60.0,20.63,,24.0,70.0,Medium,Mixed,7.9,1.4,5.0,Medium
N/A,,Male,160.0,80.0,32.65,Strength,,60.0,High,Vegan,4.3,2.8,5.0,Unknown
Other,60.0,,161.0,61.0,27.71,Strength,,85.0,Low,Vegan,7.2,1.5,5.0,High
Unknown,54.0,Male,161.0,100.0,32.71,Cardio,60.0,72.0,Unknown,Other,8.1,0.9,5.0,High
N/A,50.0,Female,152.0,93.0,32.21,Other,79.0,87.0,Invalid,Mixed,8.5,2.4,5.0,Low
U00411,25.0,Female,170.0,99.0,,Cardio,73.0,95.0,High,N/A,7.7,1.9,1.0,N/A
Unknown,61.0,Female,156.0,66.0,27.54,N/A,41.0,80.0,Invalid,Mixed,5.4,,3.0,Low
U00413,61.0,Unknown,163.0,84.0,19.87,Yoga,97.0,69.0,Low,Vegetarian,7.0,1.4,4.0,High
U00414,22.0,Male,173.0,50.0,33.6,Other,38.0,71.0,Medium,Invalid,4.7,0.9,5.0,Medium
U00415,56.0,Male,177.0,78.0,25.17,Strength,96.0,86.0,,Vegetarian,4.6,1.4,,Low
U00416,21.0,,160.0,100.0,25.0,Cardio,118.0,,Medium,Vegetarian,7.2,0.6,6.0,Medium
N/A,23.0,Female,156.0,,23.5,Cardio,87.0,87.0,Unknown,Mixed,8.3,1.8,1.0,High
U00418,62.0,Unknown,174.0,53.0,26.1,Unknown,,61.0,Other,Invalid,,,4.0,High
U00419,49.0,Female,170.0,77.0,22.65,Strength,41.0,87.0,,Unknown,4.5,2.5,1.0,Unknown
U00420,47.0,Male,159.0,65.0,24.69,Yoga,84.0,90.0,N/A,Vegan,15.0,0.6,2.0,High
U00421,64.0,N/A,160.0,112.0,31.7,Cardio,30.0,80.0,Medium,Other,5.1,10.0,3.0,Unknown
Other,52.0,,164.0,102.0,32.27,Invalid,35.0,66.0,High,Unknown,15.0,10.0,2.0,Medium
U00423,57.0,Male,168.0,66.0,,Strength,87.0,90.0,High,Other,5.1,1.0,1.0,Low
N/A,33.0,Male,165.0,89.0,26.24,Strength,112.0,73.0,Medium,N/A,4.6,2.4,6.0,High
U00425,30.0,Male,171.0,62.0,32.92,Strength,63.0,98.0,Low,Vegetarian,6.7,1.3,2.0,N/A
Invalid,59.0,Male,170.0,101.0,19.37,Strength,107.0,98.0,High,Vegetarian,8.3,1.1,1.0,High
U00427,47.0,Male,177.0,107.0,33.17,Other,,68.0,Unknown,Unknown,7.4,0.9,2.0,Medium
Unknown,99.0,Female,169.0,86.0,22.12,Yoga,91.0,82.0,Medium,Mixed,,1.7,1.0,High
Unknown,34.0,Unknown,161.0,110.0,29.7,Invalid,97.0,71.0,High,,5.3,0.7,3.0,High
U00430,36.0,Male,,83.0,,Yoga,98.0,88.0,Medium,Vegan,8.4,2.5,6.0,High
U00431,,Female,172.0,119.0,27.62,N/A,81.0,97.0,High,Vegetarian,5.9,1.7,,Low
Other,43.0,Invalid,162.0,66.0,,Other,105.0,98.0,Invalid,Vegan,,1.6,3.0,N/A
U00433,,Female,154.0,69.0,20.18,Cardio,300.0,81.0,Medium,Mixed,6.4,0.5,1.0,High
N/A,43.0,Female,153.0,,24.23,Yoga,25.0,63.0,Other,Vegetarian,5.3,2.5,4.0,Unknown
U00435,40.0,Other,,118.0,27.38,Unknown,20.0,66.0,Unknown,Unknown,5.3,1.7,2.0,High
U00436,26.0,Male,163.0,,31.89,Other,39.0,99.0,N/A,Vegan,6.8,1.6,2.0,Unknown
Invalid,29.0,N/A,157.0,66.0,22.07,Invalid,55.0,67.0,Medium,Vegetarian,4.4,,2.0,N/A
U00438,18.0,Female,158.0,,31.75,Invalid,21.0,94.0,Low,Unknown,8.7,0.7,,Low
,18.0,Male,174.0,50.0,25.09,Cardio,89.0,68.0,Medium,Vegan,5.4,1.4,2.0,High
Other,64.0,Male,168.0,62.0,21.62,N/A,21.0,72.0,Other,Unknown,5.7,1.9,,Other
U00441,51.0,Female,152.0,76.0,,Cardio,22.0,98.0,N/A,Vegetarian,5.2,1.7,4.0,Low
N/A,49.0,Invalid,154.0,119.0,20.0,Cardio,26.0,79.0,Medium,Other,4.0,1.0,2.0,Unknown
,42.0,Unknown,170.0,108.0,26.99,Strength,103.0,80.0,Other,N/A,7.5,1.2,4.0,Medium
U00444,57.0,Unknown,175.0,55.0,19.55,Unknown,83.0,,Low,Vegan,7.0,1.3,1.0,Medium
U00445,62.0,Female,167.0,72.0,24.38,Strength,60.0,61.0,Low,Vegan,8.0,3.0,1.0,Other
U00446,18.0,Female,150.0,59.0,28.42,Strength,73.0,99.0,Other,,4.2,1.3,15.0,Medium
Unknown,33.0,Male,157.0,100.0,27.68,Strength,60.0,89.0,Medium,Vegan,8.6,1.0,,Medium
Unknown,56.0,Other,168.0,68.0,25.18,N/A,24.0,82.0,Low,Unknown,5.7,2.6,5.0,N/A
Unknown,,Male,166.0,100.0,25.58,Invalid,,99.0,Other,Vegetarian,8.6,1.6,,Low
U00450,39.0,Unknown,166.0,117.0,22.24,Invalid,101.0,72.0,High,Mixed,4.5,1.6,3.0,
N/A,46.0,Male,160.0,91.0,26.02,N/A,82.0,92.0,Low,Vegetarian,7.7,1.9,6.0,Low
N/A,20.0,Female,151.0,106.0,34.23,Cardio,20.0,91.0,Unknown,Vegetarian,6.9,2.0,,Invalid
U00453,29.0,Male,155.0,117.0,32.53,,,87.0,N/A,Vegan,5.8,2.0,3.0,Low
U00454,43.0,Invalid,171.0,87.0,20.9,,100.0,83.0,N/A,N/A,4.4,0.6,2.0,Unknown
Invalid,,Female,163.0,111.0,18.99,Invalid,65.0,87.0,Medium,Vegan,7.0,2.5,3.0,High
N/A,54.0,Unknown,152.0,56.0,,Invalid,34.0,89.0,Medium,Mixed,4.1,,5.0,High
N/A,39.0,Invalid,161.0,99.0,27.19,Cardio,88.0,88.0,Low,Unknown,6.5,1.2,5.0,Low
N/A,46.0,N/A,,101.0,27.37,Unknown,36.0,93.0,N/A,Vegetarian,7.0,0.9,,N/A
Unknown,31.0,Male,161.0,75.0,31.38,Cardio,40.0,81.0,Invalid,Mixed,7.7,2.4,1.0,Invalid
Invalid,45.0,Unknown,162.0,75.0,23.69,Cardio,72.0,84.0,Unknown,Vegetarian,9.0,2.0,6.0,Medium
U00461,22.0,Invalid,151.0,68.0,26.45,Cardio,74.0,73.0,Medium,Mixed,5.3,2.4,2.0,Medium
U00462,64.0,Invalid,151.0,58.0,34.48,Strength,106.0,69.0,Medium,Vegetarian,5.6,2.1,5.0,Invalid
U00463,47.0,Other,164.0,110.0,29.59,Strength,29.0,69.0,Low,Other,5.7,0.8,5.0,N/A
U00464,,Unknown,172.0,69.0,21.04,Unknown,100.0,67.0,High,Unknown,7.7,1.3,6.0,Low
U00465,22.0,N/A,178.0,99.0,20.7,N/A,76.0,73.0,Unknown,Mixed,8.7,1.8,,Other
Other,29.0,N/A,166.0,71.0,21.87,Other,84.0,97.0,Medium,Mixed,8.9,1.3,,Invalid
N/A,33.0,N/A,156.0,62.0,31.15,Cardio,56.0,91.0,N/A,Invalid,8.7,10.0,6.0,Invalid
U00468,43.0,Invalid,179.0,,23.37,N/A,,91.0,Medium,Vegetarian,8.4,2.7,6.0,
U00469,43.0,Male,177.0,,18.85,Yoga,95.0,62.0,Unknown,Unknown,9.0,2.4,2.0,Unknown
U00470,38.0,Invalid,163.0,114.0,34.08,Yoga,59.0,79.0,Low,Mixed,5.9,1.4,1.0,High
U00471,56.0,Female,161.0,79.0,21.3,Yoga,69.0,72.0,High,Mixed,8.7,2.4,5.0,N/A
Invalid,53.0,Male,179.0,57.0,18.66,Cardio,20.0,82.0,High,Vegan,7.8,2.1,3.0,Low
U00473,,Other,166.0,70.0,22.41,Cardio,39.0,78.0,Medium,Vegetarian,4.8,0.5,2.0,
U00474,,Male,163.0,,22.38,N/A,50.0,75.0,High,Other,4.2,1.5,2.0,Medium
U00475,54.0,Male,155.0,67.0,25.46,Invalid,87.0,95.0,Low,Mixed,5.1,1.2,2.0,Unknown
U00476,40.0,Female,168.0,115.0,33.69,Yoga,109.0,94.0,High,Vegan,7.9,1.0,6.0,Low
U00477,27.0,Other,173.0,97.0,33.01,Invalid,31.0,66.0,High,Mixed,7.2,1.1,6.0,Medium
Other,22.0,Male,155.0,93.0,,Unknown,41.0,96.0,Medium,Invalid,5.1,2.9,2.0,Medium
